fax	faks, fax
integer	integer
integers	integer
integrable	integrable
integral	integral
integrated	terintegrasi, diintegrasikan, terpadu
integrates	mengintegrasikan
integrating	mengintegrasikan
integration	integrasi
integrations	integrasi
integrin	integrin
integrity	integritas, sawang
intellectual	intelektual, cendekiawan
intellectually	intelektual
intellectuals	intelektual
intelligence	kecerdasan, intelijen
intelligent	cerdas, kecerdasan
intended	dimaksudkan, ditujukan
intense	intens, menegangkan
intensified	diintensifkan
intensional	intensional
intensity	intensitas
intensive	intensif
intent	niat, intent
intention	niat
intentional	disengaja
intentions	niat
inter	inter
interact	interaksi, berinteraksi
interacted	berinteraksi
interacting	berinteraksi
interaction	interaksi
interactions	interaksi
interactive	interaktif
interceded	menengahi
intercept	mencegat
intercepted	dicegat
intercepting	mencegat
interception	interception
intercepts	penyadapan
intercom	interkom
intercontinental	intercontinental, interkontinental
interdiction	pencegat
interest	minat
interested	tertarik, berminat, minat
interesting	menarik
interests	minat
interface	interface, antarmuka
interfaces	antarmuka
interference	interferensi, gangguan
interferometer	michelson
interferometers	interferometers
interferometric	interferometric
interferometry	interferometry
interior	interior
interiors	interior
interjection	interjeksi
interlaced	interlaced
intermedia	intermedia
intermediate	perantara, menengah
internal	internal
internally	internal
internals	internal
international	internasional, international, mancanegara
internet	internet
internist	internis
internment	interniran
interns	magang
internship	magang
interplanetary	antarplanet
interpolation	interpolasi
interpret	menafsirkan, menafsirkannya
interpretation	interpretasi, penafsiran
interpretations	interpretasi, penafsiran
interpreted	diinterpretasikan, ditafsirkan
interpreter	penerjemah
interpreting	menafsirkan
interpretive	interpretatif
interprets	menafsirkan
interrogated	diinterogasi
interrogates	menginterogasi
interrogating	menginterogasi
interrogation	interogasi
interrogations	interogasi
interrogators	interogator
interrupt	mengganggu, menyela, interupsi
interrupted	terganggu
interrupting	menginterupsi, menyela
interruption	interupsi
interruptions	interupsi
interrupts	interupsi
intersections	perpotongan, persilangan
interstate	interstate
interstellar	antarbintang
interstitial	interstisial
interstitials	interstisial
intertidal	intertidal
intertwined	terjalin
interval	interval
intervals	interval
intervening	melerai
intervention	intervensi
interview	interview, wawancarai, wawancara
interviewed	mewawancarai, diwawancarai
interviewing	mewawancarai
interviews	interview, wawancara
interwikis	interwikis
interwoven	jalinan
intestine	usus, ususnya
intestines	usus, ususnya
intima	intima
intimacy	keintiman
intimate	intim
intimidated	terintimidasi, diintimidasi
intimidates	mengintimidasi
intimidating	mengintimidasi, diintimidasi
into	into
intolerance	intoleransi
intoxicated	mabuk
intoxicating	memabukkan
intoxication	mabuk, keracunan, kemabukan
intravenous	intravena
intrigue	intrik
intrigues	intrik
intrinsic	intrinsik
intrinsically	intrinsically
introduced	diperkenalkan, memperkenalkan, dikenalkan
introduces	memperkenalkan
introducing	memperkenalkan
introduction	perkenalan, pengenalan, pendahuluan, pengantar
introductions	perkenalan
introductory	perkenalan, pengantar
introspection	introspeksi
introspective	introspektif
intruded	diterobos
intruders	penyusup
intrusion	penyusupan
intuition	intuisi
inu	inu
inuit	inuit
inundated	kebanjiran
inv	inv
invaded	diserbu, menginvasi, menyerbu
invader	invader
invaders	penyerbu, penjajah
invading	menginvasi, menyerbu
invasion	invasi
invasions	invasi
invasive	invasif
invented	diciptakan
invention	penemuan
inventories	inventori
inventors	penemu
inventory	inventaris
inverness	inverness
inversion	inversi
invert	kebalikan, membalik
invertebrates	invertebrata
inverted	kebalikan, dibalik, terbalik
inverter	inverter
invest	berinvestasi
invested	diinvestasikan, menginvestasikan
investigated	diselidiki
investigating	menyelidiki
investigation	investigasi, penyelidikan
investigations	investigasi, penyelidikan
investigator	penyelidik, penyidik, investigator
investigators	penyelidik, investigator
investing	investasi, menginvestasikan
investiture	investiture
investment	investasi
investments	investasi
investor	investor
investors	investor
invigorating	menyegarkan
invincible	invincible
invisibles	invisibles
invitation	undangan, kondangan
invitations	undangan
invited	mengundang, diundang
invitees	undangan
invites	undangan, mengundang
inviting	mengundang
invoices	faktur
invoicing	faktur
invoked	dipanggil
involved	melibatkan, terlibat
involves	melibatkan
involving	melibatkan
inward	batin
ioc	ioc
iod	iod
iodine	yodium
iof	iof
iom	iom
ion	ion
ionia	ionia
ionian	ionia
ionic	ion
ionization	ionisasi
ionized	terionisasi
ions	ion
ior	ior
ios	ios
iot	iot
iota	iota
iowa	iowa
ipa	ipa
ipad	ipad
ipads	ipad
ipc	ipc
ipd	ipd
ipe	ipe
iphone	iphone
iphones	iphone
ipi	ipi
ipl	ipl
ipm	ipm
ipni	ipni
ipo	ipo
ipod	ipod
ipods	ipod
ipr	hki
ips	ips
ipsa	ipsa
ipso	ipso
ipswich	ipswich
ipu	ipu
ipv	ipv
ipx	ipx
iqa	iqa
ira	ira
iran	iran, banten
iranian	iran
iranians	iran
iraq	irak
iraqi	irak
irb	irb
irbm	irbm
ire	ire
ireland	irlandia
irene	irene
irg	irg
iridescent	patin
iriomote	iriomote
iris	iris
irish	irish, irlandia
irl	irl
iro	iro
iron	besi, iron
ironed	disetrika
ironic	ironis
ironing	menyetrika
irons	belenggu
ironwood	ironwood
irony	ironi
iroquois	iroquois
irq	irq
irradiation	iradiasi
irrational	irasional
irrawaddy	irrawaddy
irregular	irregular
irregularity	ketidakteraturan
irregulars	laskar
irrigated	disirami
irrigating	mengairi
irrigation	irigasi
irritated	kesal, jengkel
irritating	menjengkelkan
irritations	iritasi
irs	irs
irt	irt
iru	iru
irvin	irvin
irving	irving
isa	isa
isabel	isabel
isabela	isabela
isabelle	isabelle
isadora	isadora
isaf	isaf
isaias	isaias
isam	isam
isbn	isbn
isbns	isbns
isc	isc
iscariot	iskariot
ischia	ischia
ise	ise
isf	isf
isfahani	isfahani
ish	ish
ishihara	ishihara
ishikawa	ishikawa
ishimoto	ishimoto
ishiyama	ishiyama
ishmael	ismail, ismael
isiah	isiah
iskcon	iskcon
isl	isl
isla	isla
islam	islam
islamic	islamic, islam
islamism	islamisme
islamophobia	islamofobia
island	pulau, island
islander	islander
islanders	islanders
islands	pulau, kepulauan
isle	isle
isler	isler
islet	islet
isley	isley
islington	islington
ism	isme
ismaily	ismaily
isms	isms
isna	isna
isner	isner
iso	iso
isobel	isobel
isocyanate	isosianat
isolate	mengisolasi
isolated	terasing, terisolasi
isolating	mengisolasi
isolation	isolasi
isomer	isomer
isomerase	isomerase
isomerism	konformasi
isometric	isometrik
isomorphism	isomorphism
isopods	isopoda
isopropyl	isopropil
isotope	isotop
isotopes	isotop
isp	isp
isps	isp
isr	isr
israel	israel
isro	isro
issue	masalah, isu
issued	diterbitkan, dikeluarkan
issues	masalah, isu
issy	issy
ist	ist
isthmian	isthmian
isthmus	kra
istres	istres
ita	ita
ital	ital
italian	italia
italiano	italiano
italicized	italicized
italics	miring
italo	italo
italy	italy, italia
itas	itas
itc	itc
itch	gatal
itchy	gatal
ite	ite
item	barang, butir, item
itemized	diperinci
items	item, butir, barang
iterated	iterated
iteration	iterasi
iterations	iterasi
iterative	iterative
ites	ites
itf	itf
ithaka	ithaka
itil	itil
itk	itk
itm	itm
itn	itn
ito	ito
itp	itp
its	menta, its
itt	itt
itu	itu
itv	itv
iucn	iucn
ivan	ivan
ivanhoe	ivanhoe
iver	iver
iverson	iverson
ivey	ivey
ivf	ivf
ivi	ivi
ivie	ivie
ivory	gading
ivp	ivp
ivry	ivry
ivs	infus
ivy	ivy
iwc	iwc
iwf	iwf
iww	iww
iyengar	iyengar
iyo	iyo
iznik	iznik
izu	izu
izzard	izzard
izzat	izzat
izzi	izzi
izzy	izzy
jab	jab
jabal	jabal
jabba	jabba
jabber	jabber
jack	jek, jack
jackal	jackal
jackass	jackass
jacket	jacket, jaket
jackets	jaket
jackie	jackie
jacknife	jacknife
jacko	jacko
jackpot	jackpot
jackpots	jackpot
jacks	jacks
jackson	jackson
jacky	jacky
jacob	jacob, yakub
jacobi	jacobi
jacobian	jacobian
jacobs	jacobs
jacobson	jacobson
jacoby	jacoby
jacquard	jacquard
jacques	jacques
jacquet	jacquet
jade	jade, giok
jaden	jaden
jae	jae
jaeger	jaeger
jaegers	jaeger
jaffa	jaffa
jaffer	jaffer
jafri	jafri
jag	jag
jaga	jaga
jager	jager
jagged	bergerigi
jagger	jagger
jaguar	jaguar
jaguars	jaguar
jai	jai
jail	penjara
jailed	dipenjara
jaimes	jaimes
jaina	jaina
jaish	jaish
jak	jak
jake	jake
jakob	jakob
jakov	jakov
jal	jal
jalapa	jalapa
jam	macet, selai
jama	jama
jamahiriya	jamahiriya
jamaica	jamaika, jamaica
jamaican	jamaika
jambo	jambo
james	james, yakobus
jamestown	jamestown
jammed	macet
jammer	jammer
jammers	jammers
jamming	jamming
jammu	jammu
jammy	jammy
jams	selai, jams
jan	jan
jane	jane, yeni
janes	janes
janet	janet
janette	janette
janissaries	yanisari
janissary	janissary
janitor	jajal, pesuruh
janjaweed	janjaweed
janko	janko
janna	janna
jannah	jannah
janney	janney
jansen	jansen
jansky	jansky
january	januari
janus	janus
jao	jao
jap	jap
japan	jepang, japan
japanese	jepang, japanese
jar	jar, guci, toples
jara	jara
jarama	jarama
jardin	jardin
jardins	jardins
jargon	jargon
jarman	jarman
jaro	jaro
jarreau	jarreau
jarring	menggoncangkan, bergemuruh
jars	guci, toples
jas	jas
jasmin	jasmin
jasmine	jasmine, melati
jason	jason
jasper	jasper
jaspers	jaspers
jat	jat
jatt	jatt
jaundice	jakpus
java	jaktim, jawa, java
javanese	jawa, jowo
javascript	javascript
javelin	javelin
javier	javier
jaw	rahang
jawed	jawed
jaworzno	jaworzno
jaws	jaws, rahang
jax	jax
jaxa	jaxa
jay	jay
jaye	jaye
jayne	jayne
jays	jays
jaz	jaz
jazz	jazz
jbs	jbs
jca	jca
jcr	jcr
jcs	jcs
jct	jct
jdam	jdam
jdm	jdm
jds	jds
jealous	cemburu, iri, jealous
jean	jean
jeanette	jeanette
jeans	jeans, jins
jeb	jeb
jebel	jebel
jed	jed
jedi	jedi
jee	jee
jeep	jeep, jip
jeeps	jip
jeering	mencemooh
jeeves	jeeves
jeff	jeff
jeffers	jeffers
jeffersons	jeffersons
jeffreys	jeffreys
jeffry	jeffry
jeg	jeg
jehoshaphat	yosafat
jehovah	yehuwa
jeju	jeju
jekyll	jekyll
jellies	jeli
jelling	jelling
jello	jello
jelly	jeli, jelly
jellyfish	medusa
jem	jem
jemison	jemison
jemma	jemma
jen	jen
jeng	jeng
jenkins	jenkins
jennet	jennet
jennifer	jennifer
jenny	jenny
jepson	jepson
jer	jer, yer
jeremiah	yeremia, jeremiah
jeremy	jeremy
jerez	jerez
jeri	jeri
jericho	jericho
jerked	tersentak
jerking	menyentak
jerkins	jerkins
jerks	tersentak
jerky	dendeng
jermain	jermain
jerri	jerri
jerrold	jerrold
jerry	jerry
jersey	jersey
jerseys	kaus
jerusalem	yerusalem, jerusalem, jambu
jes	jes
jess	jess
jesse	jesse
jessi	jessi
jessie	jessie, jessy
jessup	jessup
jessy	jessy
jesuit	jesuit
jesuits	jesuit
jesus	yesus, jesus
jet	jie, jet
jetpack	jetpack
jets	jets
jetsons	jetsons
jetstream	jetstream
jeune	jeune
jeunes	jeunes
jewel	jewel, permata
jewellery	perhiasan
jewelry	perhiasan
jewels	permata, mustika
jewish	yahudi
jews	yahudi
jezebel	izebel
jfc	jfc
jha	jha
jhana	jhana
jhs	jhs
jhtml	jhtml
jia	jia
jian	jian
jiang	jiang
jiao	jiao
jib	jib
jic	jic
jie	jie
jif	jif
jig	jig
jiggle	goncang
jiggy	jiggy
jigs	jig
jigsaw	jigsaw
jihad	jihad
jihadists	jihadis
jijel	jijel
jilin	jilin
jill	jill
jillian	jillian
jim	jim
jimi	jimi
jimmi	jimmi
jimmy	jimmy
jin	jin, onde
jina	jina
jindo	jindo
jing	ceng
jingle	jingle
jingles	jingle
jingling	berdentang
jingo	jingo
jinhua	jinhua
jinji	jinji
jinnah	jinnah
jinny	jinny
jinx	jinx
jinxed	jinx
jis	jis
jit	jit
jive	jive
jjk	jjk
jkt	jkt
jls	jls
jma	jma
jmc	jmc
jmp	jmp
jni	jni
joan	joan
joanie	joanie
joann	joann
joanne	joanne
joaquin	joaquin
job	tugas, job, pekerjaan, ayub
jobs	pekerjaan
jocasta	iokaste
jock	atlet, jock
jockey	joki
jockeys	joki
jod	jod
jodhpur	jodhpur
jodi	jodi
jodie	jodie
jody	jody
joe	joe
joes	joe
joey	joey
jog	jogging, joging, jog
jogger	pelari
jogging	joging, jogging
jogi	jogi
jogs	jog
johann	johann
johannesen	johannesen
johannsen	johannsen
johansson	johansson
john	john, yohanes
johnnie	johnnie
johnny	johnny
johns	johns
johnson	johnson
johor	johor
johore	johore
joi	joi
joie	joie
join	bergabung, gabung, bergabunglah, join
joined	bergabung
joiner	joiner
joining	bergabung
joins	bergabung
joint	joint, sendi
joints	sendi, persendian
joke	joke, lelucon, guyonan
joker	joker
jokes	candaan, gurauan, lelucon
jol	jol
jolie	jolie
jolin	jolin
jolly	riang, periang, jolly
jolt	sentakan
jomo	jomo
jonah	yunus, jonah
jones	jones
jonny	jonny
jools	jools
joost	joost
jor	jor
jordan	jordan, yordania
jordon	jordon
jorg	jorg
jory	jory
jos	jos
jose	jose, josé
josefina	josefina
joseph	yusuf, joseph
josepha	josepha
josephson	josephson
josey	josey
josh	josh
joshua	joshua, yosua
josias	josias
joss	joss
jostling	berdesak
josy	josy
jot	jot
joubert	joubert
joule	joule
joules	joule
jour	jour
journal	journal, jurnal
journalism	jurnalisme, jurnalistik
journalist	jurnalis, wartawan
journalists	jurnalis, wartawan
journals	jurnal
journey	journey
jours	jours
jovan	jovan
jovian	jovian
joy	joy, sukacita
joya	joya
joyce	joyce
joyner	joyner
joyous	menggembirakan
joystick	joystick
joysticks	joystick
jpeg	jpeg
jpg	jpg
jpl	jpl
jps	jps
jpy	jpy
jra	jra
jrc	jrc
jse	jse
jsf	jsf
jsl	jsl
json	json
jsr	jsr
jst	jst
jta	jta
jtc	jtc
jts	jts
jtv	jtv
juan	juan
juanes	juanes
juanita	juanita
juba	juba
jubba	jubba
jubilee	jubilee
jubilees	jubilees
jud	jud
judaean	judaean
judaic	judaic
judaism	yudaisme
judas	judas, yudas
judd	judd
judea	yudea
judes	judes
judge	judge, menghakimi, hakim
judged	dihakimi
judgement	penghakiman
judges	hakim, juri
judging	menghakimi
judgment	penghakiman
judicial	yudisial, peradilan
judiciary	kehakiman, pengadilan, peradilan
judoka	judoka
judy	judy
jue	jiao
jug	kendi, jug
jugglers	juggler
juggling	juggling
jugs	kendi
juha	juha
juice	jus, juice
juicy	juicy, berair
juju	juju
jujutsu	jujutsu
juke	juke
jukebox	jukebox
jul	jul
julia	yulia, julia
julian	julian
julianus	julianus
julie	julie
juliet	juliet
juliette	juliette
julius	julius
july	juli
juma	juma
jumbo	jumbo
jumeirah	jumeirah
jumo	jumo
jump	jump, melompat, loncat, lompat
jumper	pelompat, jumper
jumpers	pelompat, jumper
jumping	melompat, jumping, lompat
jumps	melompat
jun	jun
junction	junction, persimpangan
june	juni
juneteenth	juneteenth
jung	jeong, jung
jungle	rimba, hutan, jungle
junior	yunior, junior, smp
juniors	yunior, juniors
juniper	juniper
junk	sampah, junk
junkers	junkers
junkie	pecandu
junkies	pecandu
junko	junko
junkyard	rongsokan
juno	juno
junta	junta
juntos	juntos
jupiter	jupiter
jupiters	jupiters
jura	jura
jurgen	jurgen
juridical	juridical
juries	juri
jurisdiction	yuridiksi, yurisdiksi
jurisdictions	yuridiksi, yurisdiksi
jury	juri
juryo	juryo
jussi	jussi
just	cuma, hanya
juste	juste
justice	keadilan
justified	dibenarkan
justify	membenarkan
justina	justina
jut	jut
jute	jute
juve	juve
jvc	jvc
jvm	jvm
jvp	jvp
jyutping	jyutping
kab	kab
kabab	kabab
kabala	kabala
kabat	kabat
kabbalah	kabala
kabbalistic	kabbalistic
kabuki	kabuki
kadamba	kadamba
kadazan	kadazan
kaede	kaede
kaen	kaen
kaffa	kaffa
kafr	kafr
kagan	kagan
kagi	kagi
kagyu	kagyu
kah	kah
kaha	kaha
kahle	kahle
kai	kai
kaiden	kaiden
kaif	kaif
kail	kail
kailasa	kailasa
kain	kain
kaiser	kaiser
kaiserin	kaiserin
kaist	kaist
kaitlin	kaitlin
kaitlyn	kaitlyn
kajal	kajal
kak	kak
kaka	kaka
kakadu	kakadu
kala	kala
kalahari	kalahari
kalamata	kalamata
kalat	kalat
kaldor	kaldor
kale	kale
kaler	kaler
kaley	kaley
kali	kali
kalibo	kalibo
kalika	kalika
kalil	kalil
kaliyuga	kaliyuga
kallas	kallas
kalman	kalman
kaluga	kaluga
kam	kam
kama	kama
kamara	kamara
kamasutra	kamasutra
kamath	kamath
kameez	kameez
kamen	kamen
kami	kami
kamikaze	kamikaze
kamila	kamila
kamloops	kamloops
kampen	kampen
kampong	kampong, kampung
kampot	kampot
kampuchea	kamboja, kampuchea
kampung	kampung
kamran	kamran
kamui	kamui
kan	kan
kanaka	kanaka
kanako	kanako
kananga	kananga
kanara	kanara
kanban	kanban
kanda	kanda
kandel	kandel
kandi	kandi
kandy	kandy
kang	kang
kangal	kangal
kangar	kangar
kangaroo	kangguru, kanguru
kangaroos	kanguru
kangri	kangri
kangxi	kangxi
kani	kani
kanji	kanji
kanner	kanner
kansas	kansas
kao	kao
kaori	kaori
kap	kap
kapelle	kapelle
kaplan	kaplan
kappa	kappa, kapa
kar	kar
kara	kara
karabiner	karabiner
karai	karai
karaites	karaites
karam	karam
karaoke	karaoke
karas	karas
karat	karat
karate	karate
karatsu	karatsu
kardashians	kardashian
kareem	kareem
karel	karel
karelia	karelia
karelian	karelia
karen	karen
karin	karin
karina	karina
kark	kark
karl	karl
karle	karle
karls	karls
karma	karma
karman	karman
karoline	karoline
karoo	karoo
karp	karp
karr	karr
kars	kars
karst	karst
karthika	karthika
karun	karun
kary	kary
kasbah	kasbah
kasem	kasem
kash	kash
kashani	kashani
kashmir	kashmir
kassab	kassab
kassem	kassem
kassite	kassite
kastner	kastner
kat	kat
kata	kata
katagiri	katagiri
katakana	katakana
katar	katar
kate	kate
katelyn	katelyn
katerina	katerina
kateryna	kateryna
kates	kates
katharevousa	katharevousa
katharine	katharine
kathi	kathi
kathie	kathie
kathmandu	kathmandu
kathryn	kathryn
katia	katia
katipunan	katipunan
kats	kats
katsina	katsina
katsu	katsu
katsumi	katsumi
katy	katy
katyusha	katyusha
katzer	katzer
kau	kau
kaup	kaup
kaur	kaur
kauri	kauri
kaushik	kaushik
kautsky	kautsky
kava	kava
kavana	kavana
kavya	kavya
kaw	kaw
kawachi	kawachi
kawamoto	kawamoto
kawamura	kawamura
kawasaki	kawasaki
kay	kay
kaya	kaya
kayak	kayak
kayaking	kayak
kayaks	kayak
kayal	kayal
kayan	kayan
kaye	kaye
kayoko	kayoko
kazakh	kazakh
kazakhs	kazakhs
kazmi	kazmi
kazue	kazue
kazuki	kazuki
kbd	kbd
kbp	kbp
kbps	kbps
kbs	kbs
kcal	kkal
kcb	kcb
kcia	kcia
kcie	kcie
kck	kck
kcl	kcl
kcna	kcna
kcr	kcr
kcs	kcs
kctv	kctv
kds	kds
keat	keat
kebab	kebab
kebabs	kebab
ked	ked
keefe	keefe
keegan	keegan
keel	keel, lunas
keeler	keeler
keeling	keeling
keen	keen
keene	keene
keener	keener
keep	keep
keeper	penjaga
keeping	menjaga
keepsakes	kenang
kef	kef
keffer	keffer
kefir	kefir
keflavik	keflavik
kehl	kehl
kei	kei
keigo	keigo
keila	keila
keir	keir
keisha	keisha
keith	keith
keizer	keizer
kel	kel
kellan	kellan
kellerman	kellerman
kelley	kelley
kelli	kelli
kellie	kellie
kellogg	kellogg
kells	kells
kelly	kelly
kelp	kelp
kelton	kelton
kelvin	kelvin
kelvins	kelvins
kemp	kemp
kempo	kempo
ken	ken
kendal	kendal
kendall	kendall
kendo	kendo
kendrick	kendrick
kennedy	kennedy
kennel	kennel, kandang, kacir
kennels	kandang
kennett	kennett
kennicott	kennicott
keno	keno
kent	kent
kenton	kenton
kentucky	kentucky
kenya	kenya
kenyon	kenyon
kenzie	kenzie
keo	keo
keogh	keogh
keohane	keohane
keown	keown
kepi	kepi
kepler	kepler
keppel	keppel
kept	dipertahankan
ker	ker
kerber	kerber
kerguelen	kerguelen
keri	keri
kerma	kerma
kerman	kerman
kermit	kermit
kermode	kermode
kern	kern
kernel	kada, kernel
kernels	kernel
kerner	kerner
kerns	kerns
kero	kero
kerri	kerri
kerry	kerry
kerstin	kerstin
kessinger	kessinger
ket	ket
ketchum	ketchum
ketchup	kecap
ketone	keton
kets	kets
kettle	kettle, ketel, cerek
kettler	kettler
kettles	ceret, ketel
kev	kev
kew	kew
kewpie	kewpie
key	kunci, key
keyboard	keyboard
keyboards	keyboard
keying	keying
keynes	keynes
keynesian	keynesian
keynote	keynote
keys	keys, kunci, key
keystone	keystone
